record_type,source_system,publisher,entity,title,summary,link,published_at,search_keyword,primary_hits,matched_tags,secondary_hits,language,region,title_kr,summary_kr,summary_source,collected_date,llm_keywords
news,google_rss,Bloomberg.com,"Blue Owl, Private Credit Industry",Blue Owl Tech Private Credit Fund Is Selling $300 Million Bonds - Bloomberg.com,Blue Owl Tech Private Credit Fund Is Selling $300 Million Bonds Bloomberg.com,https://www.bloomberg.com/news/articles/2026-06-02/blue-owl-tech-private-credit-fund-is-selling-300-million-bonds,2026-06-02 20:19:44,private credit fund,"private credit, private credit fund",Captial_BlueOwl,Blue Owl,en,US,"Blue Owl Tech Private Credit Fund, 3억 달러 규모 채권 매각",Blue Owl Tech Private Credit Fund가 3억 달러 규모 채권을 매각함.,title_only,2026-06-04,"Blue Owl, 채권"
news,google_rss,Bloomberg.com,Private Credit Industry,Cliffwater Private Credit Fund Stung by 17% Redemption Requests - Bloomberg.com,Cliffwater Private Credit Fund Stung by 17% Redemption Requests Bloomberg.com,https://www.bloomberg.com/news/articles/2026-06-02/cliffwater-private-credit-fund-stung-by-17-redemption-requests,2026-06-02 19:39:52,private credit,"private credit, private credit fund",Liquidity_Redemption,"redemption, redemption request, redemption requests",en,US,"Cliffwater Private Credit Fund, 17% 환매 요청으로 타격받음",Cliffwater Private Credit Fund는 17%의 환매 요청을 받았음.,title_only,2026-06-03,"Cliffwater Private Credit Fund, 환매"
news,google_rss,Bloomberg.com,"Blue Owl, Private Credit Industry",Blue Owl Tech Private Credit Fund Sells $500 Million Bonds - Bloomberg.com,Blue Owl Tech Private Credit Fund Sells $500 Million Bonds Bloomberg.com,https://www.bloomberg.com/news/articles/2026-06-02/blue-owl-tech-private-credit-fund-is-selling-300-million-bonds,2026-06-02 15:31:18,private credit,"private credit, private credit fund",Captial_BlueOwl,Blue Owl,en,US,"Blue Owl Tech Private Credit Fund, 5억 달러 채권 매각",Blue Owl Tech Private Credit Fund가 5억 달러 규모의 채권을 매각했음.,title_only,2026-06-03,"Blue Owl, 채권"
news,google_rss,Reuters,Private Credit Industry,Navigating Disruption in the Private Credit Market - Reuters,Navigating Disruption in the Private Credit Market Reuters,https://www.reuters.com/practical-law-the-journal/transactional/navigating-disruption-private-credit-market-2026-06-01/,2026-06-01 13:47:01,private credit,private credit,Valuation_NAV,NAV,en,US,사모신용 시장의 혼란 속 항해,사모신용 시장이 혼란을 겪고 있음을 보여줌.,title_only,2026-06-02,"시장, 혼란"
news,google_rss,Reuters,Private Credit Industry,Private credit roundup: paper losses deepen at lenders - Reuters,Private credit roundup: paper losses deepen at lenders Reuters,https://www.reuters.com/legal/transactional/private-credit-roundup-paper-losses-deepen-lenders-2026-05-29/,2026-05-29 19:06:09,private credit,private credit,Credit_Risk,loss,en,US,사모신용 대출기관의 평가손실 심화,사모신용 대출기관의 평가손실이 깊어졌음. 이는 2022년 이후 금리 인상과 자산 가치 하락의 결과임.,title_only,2026-05-30,"평가손실, 금리인상"
news,google_rss,CNBC,"Blue Owl, Private Credit Industry",Blue Owl's Marc Lipschultz on private credit: It's not the same 'freak out' conversation - CNBC,Blue Owl's Marc Lipschultz on private credit: It's not the same 'freak out' conversation CNBC,https://www.cnbc.com/video/2026/05/29/blue-owls-marc-lipschultz-on-private-credit-its-not-the-same-freak-out-conversation.html,2026-05-29 16:17:12,private credit,private credit,Captial_BlueOwl,Blue Owl,en,US,"Blue Owl의 Marc Lipschultz, 사모신용에 대해 '공황 상태' 대화는 아니라고 말함",Blue Owl Capital 공동 CEO Marc Lipschultz가 Bernstein 컨퍼런스에서 사모신용에 대한 '공황 상태' 대화는 아니라고 발언했음.,partial_body,2026-05-30,"Blue Owl, Marc Lipschultz"
news,google_rss,Reuters,"Apollo, Private Credit Industry",Apollo's president sees continued withdrawals from US private credit funds for the wealthy - Reuters,Apollo's president sees continued withdrawals from US private credit funds for the wealthy Reuters,https://www.reuters.com/legal/transactional/apollos-president-sees-continued-withdrawals-us-private-credit-funds-wealthy-2026-05-28/,2026-05-28 21:29:51,private credit,"private credit, private credit fund, private credit funds","Liquidity_Redemption, Captial_Others","Apollo, withdrawal, withdraw",en,US,"아폴로 총재, 미국 부유층 대상 사모 신용 펀드에서 계속되는 환매 전망",아폴로 총재는 미국 부유층 대상 사모 신용 펀드에서 지속적인 환매가 있을 것으로 예상했음.,title_only,2026-05-29,"Apollo, 환매, 사모 신용"
news,google_rss,Bloomberg.com,Private Credit Industry,One Big Private Credit Investor Forced Vista’s Fund to Limit Redemptions - Bloomberg.com,One Big Private Credit Investor Forced Vista’s Fund to Limit Redemptions Bloomberg.com,https://www.bloomberg.com/news/articles/2026-05-27/one-big-private-credit-investor-forced-vista-s-fund-to-limit-redemptions,2026-05-27 09:00:00,private credit,private credit,Liquidity_Redemption,"redemption, redemptions",en,US,주요 사모대출 투자자가 Vista 펀드의 환매 제한을 강제했음,주요 사모대출 투자자가 Vista 펀드의 환매를 제한하도록 강제했음.,title_only,2026-05-28,"Vista, 환매 제한"
news,google_rss,Reuters,Private Credit Industry,"Euro zone may face pockets of stress from private credit, not systemic risk: ECB - Reuters","Euro zone may face pockets of stress from private credit, not systemic risk: ECB Reuters",https://www.reuters.com/legal/transactional/euro-zone-may-face-pockets-stress-private-credit-not-systemic-risk-ecb-2026-05-26/,2026-05-26 08:02:50,private credit,private credit,Credit_Risk,stress,en,US,"ECB, 유로존에 사모신용으로 인한 일부 스트레스 가능성 있으나 시스템적 위험은 아님",ECB는 유로존이 사모신용으로 인해 일부 스트레스를 겪을 수 있으나 시스템적 위험은 아니라고 발표했음.,title_only,2026-05-27,
news,google_rss,Bloomberg.com,Private Credit Industry,What the 2023 Bank Runs Can Tell Us About Private Credit Stress - Bloomberg.com,What the 2023 Bank Runs Can Tell Us About Private Credit Stress Bloomberg.com,https://www.bloomberg.com/news/newsletters/2026-05-22/what-the-2023-bank-runs-can-tell-us-about-private-credit-stress,2026-05-22 15:16:56,private credit,private credit,Credit_Risk,stress,en,US,2023년 은행 뱅크런 사태가 시사하는 사모 신용 스트레스,2023년 은행 뱅크런 사태는 사모 신용 스트레스에 대한 통찰을 제공함.,title_only,2026-05-23,
news,google_rss,Bloomberg.com,Unknown,Capital A’s Unit Gets Bank Loan to Replace Costly Private Debt - Bloomberg.com,Capital A’s Unit Gets Bank Loan to Replace Costly Private Debt Bloomberg.com,https://www.bloomberg.com/news/articles/2026-05-22/capital-a-s-unit-gets-bank-loan-to-replace-costly-private-debt,2026-05-22 07:04:13,private credit,private debt,Liquidity_Redemption,cap,en,US,"Capital A의 유닛, 고금리 사모 부채를 은행 대출로 대체함.",Capital A의 유닛이 고금리 사모 부채를 상환하기 위해 은행 대출을 확보했음.,title_only,2026-05-23,
news,google_rss,CNBC,Private Credit Industry,Private credit defaults hit record high as interest rates soar - CNBC,Private credit defaults hit record high as interest rates soar CNBC,https://www.cnbc.com/2026/05/21/private-credit-defaults-hit-record-high-as-interest-rates-soar.html,2026-05-21 16:12:24,private credit,private credit,Credit_Risk,"default, defaults",en,US,금리 급등에 민간 신용 부도율 사상 최고치 기록,"민간 신용 부도율이 사상 최고치를 기록했으며, 일부 고위험 부문에서는 펀드 환매가 납입액을 초과했음. 세계 채권 시장 수익률이 급등하며 차입금 재조달 비용이 상승하자 민간 신용 부실 문제가 심화될 수 있음.",body,2026-05-22,
news,google_rss,Reuters,Private Credit Industry,"Australian regulator flags rising global private credit risks, steps up oversight - Reuters","Australian regulator flags rising global private credit risks, steps up oversight Reuters",https://www.reuters.com/business/finance/australian-regulator-flags-rising-global-private-credit-risks-steps-up-oversight-2026-05-21/,2026-05-21 00:41:00,private credit,private credit,Credit_Risk,credit risk,en,US,"호주 규제 당국, 글로벌 사모신용 위험 증가 경고 및 감독 강화",호주 금융 규제 당국이 전 세계 사모신용 시장의 위험이 커지고 있음을 지적하며 감독을 강화했음.,title_only,2026-05-22,
news,google_rss,Bloomberg.com,Private Credit Industry,Watch BlackRock Private Credit Fund’s Valuations Are Probed by DOJ - Bloomberg.com,Watch BlackRock Private Credit Fund’s Valuations Are Probed by DOJ Bloomberg.com,https://www.bloomberg.com/news/videos/2026-05-20/blackrock-private-credit-fund-s-valuations-probed-by-doj-video,2026-05-20 00:00:00,private credit,"private credit, private credit fund",Valuation_NAV,"valuation, valuations",en,US,"BlackRock Private Credit Fund의 가치평가, 법무부에 의해 조사받음.",BlackRock Private Credit Fund의 가치평가에 대해 미국 법무부가 조사에 착수했음.,title_only,2026-05-21,
news,google_rss,WSJ,Private Credit Industry,Fitch’s Private Credit Default Rate Hits an Almost Two-Year High - WSJ,Fitch’s Private Credit Default Rate Hits an Almost Two-Year High WSJ,https://www.wsj.com/livecoverage/stock-market-today-dow-sp-500-nasdaq-05-18-2026/card/fitch-s-private-credit-default-rate-hits-an-almost-two-year-high-goTevzzaGO8fEO38QQIS,2026-05-18 08:06:00,private credit,private credit,Credit_Risk,default,en,US,"Fitch의 민간 신용 부도율, 2년래 최고치 기록했음.",Fitch의 민간 신용 부도율이 거의 2년 만에 최고치를 기록했음.,title_only,2026-05-19,
news,google_rss,Bloomberg.com,Private Credit Industry,BlackRock Private Credit Fund’s Valuations Are Probed by DOJ - Bloomberg.com,BlackRock Private Credit Fund’s Valuations Are Probed by DOJ Bloomberg.com,https://www.bloomberg.com/news/articles/2026-05-15/blackrock-private-credit-fund-s-valuations-being-probed-by-doj,2026-05-16 00:45:00,private credit,"private credit, private credit fund",Valuation_NAV,"valuation, valuations",en,US,"BlackRock Private Credit Fund, 법무부의 가치 평가 조사 대상이 됨",BlackRock Private Credit Fund의 가치 평가가 법무부의 조사를 받고 있음. 해당 조사는 Bloomberg.com에서 보도되었음.,title_only,2026-05-17,
news,google_rss,Bloomberg.com,"BDC Sector, Private Credit Industry",Private Credit BDC Redemptions Exceed Fundraising for First Time - Bloomberg.com,Private Credit BDC Redemptions Exceed Fundraising for First Time Bloomberg.com,https://news.google.com/rss/articles/CBMitgFBVV95cUxQR3pmU3AtNU5tdVRDaWlXUHJLbUs2dnNvaHNEdE53a1lhNmowYTZubU41S0w0QmpoQlp5ZmlBek5mZ0xCNHo2b0FDNnJIQTljY3EzS2dUMFptVFN4VWlDb2ZtZ185QVpDb0hMLVIwc1RFd1B5MGtzWV9JczI1MW5IaDQyd2Q2REwtRXdCelE4NS1kRTJRSFdLSDRUSzU5NzIyendoR2JEbHRrVy02NVZXSVRabXMtZw?oc=5,2026-05-14 14:23:53,private credit,private credit,"Captial_Others, Liquidity_Redemption","BDC, redemption, redemptions",en,US,"대출 BDC의 환매, 최초로 자금 조달 초과했음.",대출 BDC에서 환매가 자금 조달을 넘어섰음. 이는 사상 최초임.,title_only,,
news,google_rss,Bloomberg.com,Private Credit Industry,Zurich Sees No Decline in $10 Billion Private Credit Portfolio - Bloomberg.com,Zurich Sees No Decline in $10 Billion Private Credit Portfolio Bloomberg.com,https://www.bloomberg.com/news/articles/2026-05-13/zurich-sees-no-decline-in-10-billion-private-credit-portfolio,2026-05-13 10:30:34,private credit,private credit,Credit_Risk,decline,en,US,"취리히, 100억 달러 규모 사모신용 포트폴리오에서 감소세 없다고 밝힘.",취리히는 100억 달러 규모의 사모신용 포트폴리오에서 가치 하락이 없다고 발표했음.,title_only,,
news,google_rss,Bloomberg.com,"Apollo, Private Credit Industry",Apollo’s Pricing Plan Will Transform Private Credit - Bloomberg.com,Apollo’s Pricing Plan Will Transform Private Credit Bloomberg.com,https://www.bloomberg.com/opinion/articles/2026-05-13/apollo-s-pricing-plan-will-transform-private-credit,2026-05-13 09:00:13,private credit,private credit,Captial_Others,Apollo,en,US,"Apollo의 가격 책정 계획, 사모신용 시장 변화시킬 것임.",Apollo의 가격 책정 계획이 사모신용 시장을 변화시킬 것으로 예상됨.,title_only,,
news,google_rss,Reuters,"Blue Owl, Private Credit Industry",Blue Owl retail private credit fund inflows shrink amid investor nerves - Reuters,Blue Owl retail private credit fund inflows shrink amid investor nerves Reuters,https://news.google.com/rss/articles/CBMixgFBVV95cUxONHlZc3RPNFEwVFNleG5SWGRVU1hEalAyajFHWGNVeG4tZzlEdUZxNG43TkIybzBpWXZNTTlnZ0gwVWVSYXN6aXp6T2VoZE1kb3ZpdDg3LW5tU050QTB2ejJhUHN0amZlRUxTX2tSY250MXBFQi03RHF1Ujd4a2p4TnFmTkJNRHVYcnF4anZhVThZdWYzODZ0VlUxMVFiVHN5TFVHZTF0dHBlT19zZGFRSzROODlaQkRGZG1MclBHMTNqazZrbXc?oc=5,2026-05-12 19:08:03,private credit,"private credit, private credit fund",Captial_BlueOwl,Blue Owl,en,US,"Blue Owl 리테일 개인 신용 펀드, 투자자 불안 속 유입 감소",Blue Owl 리테일 개인 신용 펀드로의 유입이 투자자들의 불안감으로 인해 줄어들었음.,title_only,,
news,google_rss,Reuters,Private Credit Industry,Private credit funds slash loan values as borrower stress rises - Reuters,Private credit funds slash loan values as borrower stress rises Reuters,https://news.google.com/rss/articles/CBMitwFBVV95cUxNNkhfRHVvMEoyLVNlWnFla21CcGNWcWMyNk5mcERldUNyeGpSREpNSU8tdjJaVmF5eDRCUEFCa1M3SWhtU2VTZEl1b3pmekNrdWV2NHhsQVpsZFZmM1V3RFhRNG9NdG9yV2JBZDRWc2phNXZLVWgzX0Q4eVc4VHFhU2Q4U2VSUTNoQ3RrQlFKNjFUbHV2SGg2Rm50Z3U0X0c2b1hfR25vakhRZi1rMkhuMktoUTVwZEk?oc=5,2026-05-12 11:39:25,private credit,"private credit, private credit fund, private credit funds",Credit_Risk,stress,en,US,차입자 스트레스 증가에 따라 사모신용펀드 대출 가치 대폭 축소됨,사모신용펀드가 차입자 스트레스 증가로 인해 대출 가치를 대폭 축소했음.,title_only,,
news,google_rss,Reuters,Private Credit Industry,"Private credit stress could tip US into recession, CIO warns - Reuters","Private credit stress could tip US into recession, CIO warns Reuters",https://www.reuters.com/video/watch/idRW965711052026RP1/,2026-05-11 20:57:36,private credit,private credit,Credit_Risk,stress,en,US,사모신용 스트레스가 미국 경기 침체 유발할 수 있다고 CIO 경고,사모신용 스트레스가 미국을 경기 침체로 몰아넣을 수 있다고 CIO가 경고했음.,title_only,,
news,google_rss,Reuters,Private Credit Industry,KKR to plough $300 million into private credit fund as losses mount - Reuters,KKR to plough $300 million into private credit fund as losses mount Reuters,https://www.reuters.com/legal/transactional/kkr-plough-300-million-into-private-credit-fund-losses-mount-2026-05-11/,2026-05-11 20:51:42,private credit,"private credit, private credit fund",Credit_Risk,loss,en,US,"KKR, 손실 증가로 사모신용펀드에 3억 달러 투입 예정",KKR가 손실 증가에 따라 사모신용펀드에 3억 달러를 투입함.,title_only,,
news,google_rss,CNBC,Private Credit Industry,JPMorgan Chase-led bank group reins in credit line to troubled KKR private credit fund as losses mount - CNBC,JPMorgan Chase-led bank group reins in credit line to troubled KKR private credit fund as losses mount CNBC,https://www.cnbc.com/2026/05/11/kkr-private-credit-fund-fsk-jpmorgan-chase-credit.html,2026-05-11 15:49:43,private credit,"private credit, private credit fund",Credit_Risk,loss,en,US,"JPMorgan Chase 주도 은행단, 손실 확대된 KKR 사모신용 펀드 신용 한도 축소",JPMorgan Chase 주도 은행단이 FSK의 신용 한도를 축소함. KKR은 펀드 안정을 위해 3억 달러를 투입할 예정임.,body,,
news,google_rss,Bloomberg.com,"Blackstone, Private Credit Industry",Blackstone’s Gray Says Alignment Helps Calm Private Credit Angst - Bloomberg.com,Blackstone’s Gray Says Alignment Helps Calm Private Credit Angst Bloomberg.com,https://www.bloomberg.com/news/articles/2026-05-11/blackstone-s-gray-says-alignment-helps-calm-private-credit-angst,2026-05-11 05:00:00,private credit,private credit,Captial_Blackstone,Blackstone,en,US,"Blackstone의 Gray, 이해관계 일치가 사모 신용 불안 해소에 도움 된다고 밝혀",Blackstone의 Gray가 이해관계 일치가 사모 신용에 대한 불안을 진정시키는 데 도움이 된다고 말함.,title_only,,
news,google_rss,Reuters,"Apollo, Private Credit Industry","Apollo in talks to sell $3 billion private credit fund, WSJ reports - Reuters","Apollo in talks to sell $3 billion private credit fund, WSJ reports Reuters",https://www.reuters.com/business/apollo-talks-sell-3-billion-private-credit-fund-wsj-reports-2026-05-11/,2026-05-11 00:55:00,private credit,"private credit, private credit fund",Captial_Others,Apollo,en,US,"Apollo, 30억 달러 규모 사모신용펀드 매각 논의 중",Apollo가 30억 달러 규모의 사모신용펀드 매각을 논의 중이라고 WSJ가 보도했음.,title_only,,
news,google_rss,Reuters,"Blue Owl, Private Credit Industry",Blue Owl will reduce private credit exposure to software - Reuters,Blue Owl will reduce private credit exposure to software Reuters,https://www.reuters.com/technology/blue-owl-private-credit-fund-will-lower-software-exposure-ceo-says-2026-05-07/,2026-05-07 17:59:42,private credit,private credit,Captial_BlueOwl,Blue Owl,en,US,"Blue Owl, 소프트웨어 대상 프라이빗 신용 익스포저 축소 예정",Blue Owl이 소프트웨어 산업에 대한 프라이빗 신용 익스포저를 축소할 것이라고 알려졌음.,title_only,,
news,google_rss,Reuters,"Blackstone, Private Credit Industry","Blackstone, BlackRock cut value of their private credit funds - Reuters","Blackstone, BlackRock cut value of their private credit funds Reuters",https://www.reuters.com/legal/transactional/blackrock-cut-private-credit-funds-value-by-5-first-quarter-2026-05-07/,2026-05-07 17:21:31,private credit,"private credit, private credit fund, private credit funds",Captial_Blackstone,Blackstone,en,US,"Blackstone, BlackRock, 사모 신용 펀드 가치 하향 조정했음.",Blackstone과 BlackRock이 사모 신용 펀드의 가치를 하향 조정했음.,title_only,,
news,google_rss,Reuters,"Blue Owl, Private Credit Industry","Blue Owl private credit fund realizes gain from SpaceX stake, exec says - Reuters","Blue Owl private credit fund realizes gain from SpaceX stake, exec says Reuters",https://www.reuters.com/legal/transactional/blue-owl-private-credit-fund-realizes-gain-spacex-stake-exec-says-2026-05-07/,2026-05-07 14:40:10,private credit,"private credit, private credit fund",Captial_BlueOwl,Blue Owl,en,US,"Blue Owl 사모신용펀드, SpaceX 지분으로 이익 실현함.",Blue Owl 사모신용펀드가 SpaceX 지분으로 이익을 실현했다고 집행자가 말했음.,title_only,,
news,google_rss,Bloomberg.com,"Ares, Blue Owl, Private Credit Industry",Blue Owl Prepares First Fund to Buy Secondhand Private Credit - Bloomberg.com,Blue Owl Prepares First Fund to Buy Secondhand Private Credit Bloomberg.com,https://www.bloomberg.com/news/articles/2026-05-07/blue-owl-preps-its-first-fund-to-buy-secondhand-private-credit,2026-05-07 10:55:19,private credit,private credit,"Captial_BlueOwl, Captial_Others","Blue Owl, Ares",en,US,"Blue Owl, 중고 사모 신용 펀드 출시 준비 중","Blue Owl Capital이 신용 2차 전략 펀드를 출시할 예정이며, 잠재 투자자들과 초기 단계 논의 중임.",partial_body,,
news,google_rss,Reuters,"Blue Owl, Private Credit Industry",Blue Owl private credit funds cut dividends as borrowing costs rise - Reuters,Blue Owl private credit funds cut dividends as borrowing costs rise Reuters,https://www.reuters.com/world/blue-owl-private-credit-fund-cuts-dividend-borrowing-costs-rise-2026-05-06/,2026-05-06 22:31:49,private credit,"private credit, private credit fund, private credit funds",Captial_BlueOwl,Blue Owl,en,US,"블루오울 사모대출 펀드, 차입 비용 상승으로 배당금 삭감",블루오울 사모대출 펀드가 차입 비용 상승으로 인해 배당금을 삭감했음.,title_only,,
news,google_rss,Bloomberg.com,"Apollo, Private Credit Industry",Apollo Private Credit Fund Reports Loss on Portfolio Weakness - Bloomberg.com,Apollo Private Credit Fund Reports Loss on Portfolio Weakness Bloomberg.com,https://www.bloomberg.com/news/articles/2026-05-06/apollo-private-credit-fund-reports-loss-on-portfolio-weakness,2026-05-06 21:04:44,private credit,"private credit, private credit fund","Captial_Others, Credit_Risk","Apollo, loss",en,US,"아폴로 사모신용펀드, 포트폴리오 약세로 손실 보고",아폴로 글로벌 매니지먼트의 사모신용펀드가 시장 변동성과 일부 거래 약세로 인한 가치 하락을 이유로 분기 손실을 보고했음. 순자산가치는 13.82달러로 하락했음.,body,,
news,google_rss,Reuters,"Apollo, Private Credit Industry",Apollo pledges daily pricing for private credit as assets top $1 trillion - Reuters,Apollo pledges daily pricing for private credit as assets top $1 trillion Reuters,https://www.reuters.com/business/apollos-assets-under-management-hit-1-trillion-fee-earnings-touch-record-high-2026-05-06/,2026-05-06 16:43:48,private credit,private credit,Captial_Others,Apollo,en,US,"아폴로, 개인 신용 자산 1조 달러 돌파 후 일일 가격 책정 약속",아폴로의 개인 신용 자산이 1조 달러를 넘어섰음. 이에 따라 매일 가격을 책정하겠다고 약속했음.,title_only,,
news,google_rss,WSJ,"Apollo, Private Credit Industry",Apollo to Give Investors Daily Pricing on Private Credit By September - WSJ,Apollo to Give Investors Daily Pricing on Private Credit By September WSJ,https://www.wsj.com/finance/investing/apollo-to-give-investors-daily-pricing-on-private-credit-by-september-44a2c84b,2026-05-06 15:05:00,private credit,private credit,Captial_Others,Apollo,en,US,"아폴로, 9월까지 사모신용 일일 가격 제공 예정임.",아폴로자산운용이 오는 9월부터 사모신용 상품에 대해 투자자들에게 매일 가격 정보를 제공할 예정임.,title_only,,
news,google_rss,CNBC,Private Credit Industry,"Private credit’s $2 trillion boom raises global stability fears, watchdog warns - CNBC","Private credit’s $2 trillion boom raises global stability fears, watchdog warns CNBCReport on Vulnerabilities in Private Credit Financial Stability BoardGlobal finance watchdog warns over private credit industry fuelling AI boom The Guardian",https://www.cnbc.com/2026/05/06/private-credit-stress-risks-financial-stability-markets.html,2026-05-06 06:18:07,private credit,private credit,Market_Sentiment,fear,en,US,"민간 신용 2조 달러 급증, 글로벌 금융 안정성 우려 키운다",금융안정위원회는 민간 신용 시장 규모가 2조 달러에 달하며 표준화된 데이터 부족과 복잡한 구조로 인해 금융 시스템 전반에 걸쳐 위험이 커졌다고 경고했음. 이에 따라 각국 규제 당국에 민간 신용 부문에 대한 감독 강화를 요구했음.,body,,
news,google_rss,Bloomberg.com,Private Credit Industry,Global Watchdog FSB Unveils Action Plan on Private Credit Risks - Bloomberg.com,Global Watchdog FSB Unveils Action Plan on Private Credit Risks Bloomberg.com,https://www.bloomberg.com/news/articles/2026-05-06/global-watchdog-fsb-unveils-action-plan-on-private-credit-risks,2026-05-06 06:00:00,private credit,private credit,Credit_Risk,credit risk,en,US,"금융안정위원회(FSB), 사모신용 리스크 대응 방안 발표",금융안정위원회(FSB)가 사모신용 리스크 관리를 위한 계획을 공개했음. 1.5~2조 달러 규모 시장의 취약성 평가 과정에서 상당한 데이터 확보의 어려움이 있었음을 밝힘.,body,,
news,google_rss,Reuters,Private Credit Industry,HSBC profit underwhelms on surprise $400 million private credit loss - Reuters,HSBC profit underwhelms on surprise $400 million private credit loss Reuters,https://www.reuters.com/video/watch/idRW792905052026RP1/,2026-05-05 10:50:30,private credit,private credit,Credit_Risk,loss,en,US,"HSBC, 4억 달러 규모 사모 신용 손실로 이익 부진",HSBC의 이익이 예상치 못한 4억 달러 규모의 사모 신용 손실로 인해 부진했음.,title_only,,
news,google_rss,Bloomberg.com,Private Credit Industry,"Watch Guggenheim's Schwartz: AI Energy Demand, Private Credit Concerns - Bloomberg.com","Watch Guggenheim's Schwartz: AI Energy Demand, Private Credit Concerns Bloomberg.com",https://www.bloomberg.com/news/videos/2026-05-05/guggenheim-s-schwartz-on-energy-demand-credit-concerns-video,2026-05-05 00:00:00,private credit,private credit,Market_Sentiment,"concern, concerns",en,US,"구겐하임 슈왈츠, AI 에너지 수요 및 사모 신용 우려 제기",구겐하임 파트너스의 앨런 슈왈츠는 AI로 인한 미국 전력 수요 급증과 사모 신용 시장 우려를 논했음. 그는 데이터 센터와 하이퍼스케일러가 전기료 인하 파트너로 간주되어야 한다고 주장했음.,partial_body,,
news,google_rss,Reuters,Private Credit Industry,"Stress in private credit could spark 'psychological contagion,' Fed's Barr tells Bloomberg News - Reuters","Stress in private credit could spark 'psychological contagion,' Fed's Barr tells Bloomberg News Reuters",https://www.reuters.com/business/finance/stress-private-credit-could-spark-psychological-contagion-feds-barr-tells-2026-05-03/,2026-05-03 14:56:58,private credit,private credit,Credit_Risk,stress,en,US,"미 연준 바 부의장, ""사모신용 스트레스가 '심리적 전이' 촉발할 수 있어""",연준의 바 부의장이 사모신용 시장의 스트레스가 심리적 전이를 유발할 수 있다고 언급함.,title_only,,
news,google_rss,Bloomberg.com,Blue Owl,Blue Owl’s Asset Growth Meet Estimates Amid Direct Lending Slump - Bloomberg.com,Blue Owl’s Asset Growth Meet Estimates Amid Direct Lending Slump Bloomberg.com,https://www.bloomberg.com/news/articles/2026-04-30/blue-owl-s-asset-growth-meet-estimates-amid-direct-lending-slump,2026-04-30 11:01:57,private credit,direct lending,Captial_BlueOwl,Blue Owl,en,US,"블루 아울, 직접 대출 침체 속 자산 성장 예상치 부합",수수료 관련 수익이 예상치를 상회하며 주가가 급등했음. 경영진은 SpaceX 등 주요 투자 수익이 자금 유출을 상쇄하고 있으며 사모 신용 시장의 우려가 과도하다고 밝혔음.,body,,
news,google_rss,CNBC,Private Credit Industry,Private credit fears loom large over Europe’s banks this earnings season - CNBC,Private credit fears loom large over Europe’s banks this earnings season CNBC,https://www.cnbc.com/2026/04/30/private-credit-risk-banks-europe-earnings-barclays-ubs-debt-santander.html,2026-04-30 07:49:13,private credit,private credit,Market_Sentiment,fear,en,US,"유럽 은행권, 이번 실적 시즌 사모신용 리스크 우려 고조 - CNBC","유럽 은행들이 실적 발표 시즌을 맞아 사모신용 리스크에 대한 투자자 우려를 진화하고 있음. 바클레이스는 MFS 붕괴로 손실을 입었으나, 산탄데르와 UBS 등은 리스크가 관리 가능한 수준이라고 밝힘.",body,,
news,google_rss,Reuters,Private Credit Industry,Breakingviews - Goldman Sachs dials up private credit risk-reward - Reuters,Breakingviews - Goldman Sachs dials up private credit risk-reward Reuters,https://www.reuters.com/commentary/breakingviews/goldman-sachs-dials-up-private-credit-risk-reward-2026-04-29/,2026-04-29 16:22:09,private credit,private credit,Credit_Risk,credit risk,en,US,"골드만삭스, 사모 신용 위험-수익 추구 강화",골드만삭스가 사모 신용의 위험-수익 추구를 강화함.,title_only,,
news,google_rss,CNBC,Private Credit Industry,"With private credit concerns brewing, ratings agencies turn negative on these little-known companies - CNBC","With private credit concerns brewing, ratings agencies turn negative on these little-known companies CNBC",https://www.cnbc.com/2026/04/29/with-private-credit-concerns-brewing-ratings-agencies-turn-negative-on-these-little-known-companies.html,2026-04-29 15:07:36,private credit,private credit,"Market_Sentiment, Credit_Risk","rating, concern, concerns",en,US,"사모신용 우려 확산에 신용평가사들, BDC에 대해 부정적 전망 제시","사모신용 건전성 우려로 신용평가사들이 BDC에 대해 부정적인 전망을 제시함. AI로 인한 소프트웨어 대출 가치 하락과 고금리, 높은 레버리지가 주요 원인임.",body,,
news,google_rss,Reuters,"Blackstone, Private Credit Industry",Blackstone's private credit fund sees investor demand cool in first quarter - Reuters,Blackstone's private credit fund sees investor demand cool in first quarter Reuters,https://www.reuters.com/business/blackstones-private-credit-fund-sees-investor-demand-cool-first-quarter-2026-04-29/,2026-04-29 11:21:29,private credit,"private credit, private credit fund",Captial_Blackstone,Blackstone,en,US,"블랙스톤 사모신용펀드, 1분기 투자 수요 둔화",블랙스톤 사모신용펀드에 대한 투자자 수요가 1분기에 둔화되었음.,title_only,,
